"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","SOURCE","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySkyConditions","HourlySeaLevelPressure","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","Sunrise","Sunset","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","AWND","CDSD","CLDD","DSNW","HDSD","HTDD","DYTS","DYHF","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","REM","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","WindEquipmentChangeDate"
"01007099999","2021-09-26T19:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","34","36","0.01","||DZ","-0.04","2","91","OVC:08 10","29.62","29.59","15.53","35","303","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-26T21:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","32","35","","","-0.05","2","89","","29.66","29.63","","34","310","13","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-26T22:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","31","35","","","-0.06","2","87","","29.68","29.65","","33","309","14","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-27T03:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","28","32","","","-0.07","2","86","","29.81","29.78","","31","304","21","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-27T06:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","28","31","","","-0.07","1","88","","29.88","29.85","","30","295","18","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-27T11:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","27","32","","","-0.09","1","83","","30.03","30.00","","30","299","12","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-27T13:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","27","32","","","-0.06","1","81","OVC:08 20","30.06","30.03","9.94","30","312","17","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-27T14:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","27","32","","","-0.05","1","82","","30.08","30.05","","30","240","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-27T19:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","27","32","","","-0.02","0","80","OVC:08 20","30.11","30.08","9.94","30","257","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-27T20:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","28","33","","","-0.03","3","82","","30.13","30.10","","31","255","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-28T00:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","29","32","","","+0.02","7","87","","30.10","30.07","","31","235","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-28T02:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","30","32","0.01","","","","91","","30.10","30.07","","31","257","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-28T03:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","31","33","0.02","","-0.00","2","91","","30.10","30.07","","32","233","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-28T08:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","31","32","","","-0.01","3","93","","30.10","30.07","","32","164","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-28T10:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","30","33","","","-0.03","3","90","","30.12","30.09","","32","272","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-28T11:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","28","34","","","-0.04","2","81","","30.14","30.11","","32","238","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-28T12:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","27","33","","","-0.04","2","81","","30.15","30.12","","31","101","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-28T16:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","29","36","","","-0.03","2","75","","30.19","30.16","","33","112","19","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-28T17:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","28","36","","","-0.03","2","74","","30.20","30.17","","33","104","17","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-28T18:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","28","35","","","-0.03","2","76","","30.20","30.17","","32","120","21","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-28T21:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","27","36","","","-0.02","2","71","","30.22","30.19","","33","136","13","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-28T22:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","28","36","","","-0.03","2","72","","30.24","30.21","","33","136","12","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-28T23:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","27","36","","","-0.03","2","70","","30.24","30.21","","33","141","14","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-29T00:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","27","37","","","-0.02","1","68","","30.25","30.22","","33","143","13","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-29T05:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","27","36","","","0.00","4","69","","30.26","30.23","","33","112","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-29T06:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","28","37","","","-0.01","2","71","","30.26","30.23","","34","129","14","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-29T08:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","29","37","","","-0.01","2","72","","30.27","30.24","","34","301","11","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-29T09:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","29","36","","","-0.01","3","77","","30.28","30.25","","33","023","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-29T13:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","31","34","0.04","","-0.04","2","91","OVC:08 10","30.33","30.30","1.86","33","267","11","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-29T15:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","31","33","0.03","","-0.01","0","93","","30.33","30.30","","32","251","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-29T20:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","33","41","","","-0.02","2","71","","30.35","30.32","","38","130","28","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-29T22:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","34","42","","","-0.03","2","74","","30.37","30.34","","39","103","20","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-29T23:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","35","42","","","-0.03","2","77","","30.37","30.35","","39","138","13","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-30T00:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","36","41","","","-0.03","2","81","","30.39","30.36","","39","137","16","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-30T01:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","36","40","","","-0.03","2","83","","30.40","30.37","","38","138","15","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-30T03:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","35","41","","","-0.04","2","79","","30.42","30.39","","38","132","14","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-30T07:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","35","40","","","-0.01","2","83","OVC:08 20","30.44","30.41","15.53","38","351","14","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-30T08:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","34","40","","","-0.02","3","79","","30.45","30.42","","38","087","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-30T10:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","35","39","","","-0.02","2","85","","30.46","30.43","","37","026","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-30T12:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","33","38","","","-0.01","2","82","","30.47","30.44","","36","121","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-30T14:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","34","37","","","+0.01","8","86","","30.45","30.42","","36","075","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-30T16:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","34","37","","","+0.05","8","88","","30.42","30.39","","36","264","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-09-30T19:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","33","35","","","+0.04","6","93","FEW:02 7","30.38","30.35","18.64","34","058","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-10-01T01:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","32","34","","","+0.03","8","94","","30.32","30.29","","33","122","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-10-01T04:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","32","33","","","+0.05","6","97","","30.28","30.25","","33","143","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-10-01T05:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","32","33","","","+0.04","7","96","","30.26","30.23","","33","167","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-10-01T09:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","31","33","","","+0.05","6","94","","30.19","30.16","","32","139","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-10-01T10:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","31","33","0.00","","+0.04","7","92","","30.19","30.16","","32","321","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-10-01T12:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","31","36","","","+0.05","8","83","","30.15","30.12","","34","135","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-10-01T13:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","32","36","","","+0.06","7","84","OVC:08 20","30.12","30.09","27.96","34","261","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-10-01T16:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","32","36","","","+0.07","7","86","","30.05","30.02","","34","262","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-10-01T20:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","32","38","","","+0.06","7","76","","29.97","29.94","","36","173","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-10-01T21:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","32","37","","","+0.06","7","84","","29.96","29.93","","35","260","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-10-02T03:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","33","37","0.00","","+0.05","6","87","","29.85","29.83","","35","269","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-10-02T04:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","33","37","","","+0.04","7","86","","29.84","29.81","","35","261","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-10-02T08:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","33","36","","","+0.03","6","87","","29.80","29.78","","35","239","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-10-02T13:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","31","35","","","+0.01","8","86","FEW:02 33","29.79","29.76","27.96","33","104","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-10-02T15:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","31","36","","","+0.02","6","80","","29.78","29.75","","34","173","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-10-02T16:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","31","37","","","+0.01","5","79","","29.78","29.75","","35","154","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-10-02T17:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","31","37","","","+0.00","5","80","","29.78","29.75","","35","234","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-10-02T18:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","31","36","","","-0.01","2","82","","29.79","29.76","","34","136","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01007099999","2021-10-02T19:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","31","35","","","-0.01","2","86","SCT:04 33","29.79","29.76","24.85","33","180","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
